"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","PIND","PCTL","SIND","SCTL","TIND","TCTL","AuthorityType","TrkName","TerritoryAssignment","Subdivision","IndicateOnly","Blocking","LockBit","SwitchBlockInd","SwitchBlkBit","Controlled","ProtectOpenSwitch","OSLocking","NoValidate","TypeOfSwitch","MatchMode","GraphicGroup","ScreenRegion","FlipOperations","IgnoreOS","BlueFlag","OCS","ICS","Notes","IgnoreBothIndBits","RCPS","RCPSControlBits","RCPSIndicationBits","SwitchPointMonitorMode","SwitchLockNoControl","SwitchPointMonitorModeTimeOut","SPICoordinate","AllowSwitchRestoralOnAuthRelease","UsedForEntryToMain","PTCUID","AllowForceOperationsToTWC","Milepost","MilepostSuffix","ToolTipName","SwitchBlockControlBit","MakeInVisible","MilepostPrefix","AdditionalReferenceUID","PublishStatusToPTC","DevicePTCUID","EnableDTMFType","PTC_UID_KEY","PTC_DeviceName","PTC_ProperName","PTC_WIUStatusIndex","PTC_DeviceBlockID","PTC_Enable_EMT","SwitchPairList","AutoRestore","ShowElectricLockIcon","RRUniqueIdentifierName","AlarmTime","SwitchingMode","SwitchEventID"
"100518","100033","1-SWITCH","S","1155","910","1315","1155","100511","100513","0","100512","0","0","5","1;1;100033;","1;1;100033;|0;1;100033;","3;1;100033;","3;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT1","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","False","NORMAL","False","1","17","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.2277","","1X","","False","",,"False","","False","1000075","1X","1X Dual Controlled - Ash Main1 MP267.223","0","0","False",,,,,"0",,
"100519","100033","3-SWITCH","S","1280","910","1440","1280","100513","100515","100514","0","0","0","5","9;1;100033;","9;1;100033;|0;1;100033;","11;1;100033;","11;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT1","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","False","NORMAL","False","1","17","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.3537","","3X","","False","",,"False","","False","1000081","3X","3X Dual Controlled - Ash Main1 MP267.354","2","0","False",,,,,"0",,
"100529","100033","1-SWITCH","S","1195","950","1355","1195","100522","100523","100524","0","0","0","5","1;1;100033;","1;1;100033;|0;1;100033;","3;1;100033;","3;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT2","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","False","NORMAL","False","1","18","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.2779","","1-SWITCH","","False","",,"False","CP Ash|1","False","1000046","1","1 Dual Controlled - Ash Main2 MP267.2779","0","0","False",,,,,"0",,
"100530","100033","3-SWITCH","S","1240","950","1400","1240","100523","100526","0","100525","0","0","5","9;1;100033;","9;1;100033;|0;1;100033;","11;1;100033;","11;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT2","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","False","NORMAL","False","1","18","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.2994","","3-SWITCH","","False","",,"False","","False","1000072","3","3 Dual Controlled - Ash Main2 MP267.299","2","0","False",,,,,"0",,
"100533","100033","5-SWITCH","S","1390","910","930","1390","100516","100538","0","100532","0","0","5","13;1;100033;","13;1;100033;|0;1;100033;","15;1;100033;","15;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT1","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","True","NORMAL","False","1","17","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.3764","","5-SWITCH","","False","",,"False","","False","1000085","5","5 Dual Controlled - Ash Main1 MP267.376","4","0","False",,,,,"0",,
"100535","100033","7-SWITCH","S","1390","950","710","1390","100527","100539","0","100536","0","0","5","17;1;100033;","17;1;100033;|0;1;100033;","19;1;100033;","19;1;100033;|0;1;100033;","0;1;100033;","0;1;100033;|0;1;100033;","CTC","MT2","100","2","False","True","0;1;100033","False","0;0;0","False","False","True","False","NORMAL","False","1","18","False","False","False","False","False","NONE","False","False","0;1;100033|0;1;100033|0;1;100033|0;1;100033","0;1;100033|0;1;100033|0;1;100033|0;1;100033|0;1;100033","False","False","15","0","False","False","0","False","267.3307","","7-SWITCH","","False","",,"False","","False","1000022","7","7 Dual Controlled - Ash Main2 MP267.331","6","0","False",,,,,"0",,
"100592","100009","EAST LEG FALLBROOK YARD","SPLT","1760","125","370","1760","0","0","0","0","0","0","5","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","CTC","MAIN1","100","2","False","True","0;1;100009","False","0;0;0","False","False","True","False","SPM ONLY","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100009|0;1;100009|0;1;100009|0;1;100009","0;1;100009|0;1;100009|0;1;100009|0;1;100009|0;1;100009","True","False","15","0","True","True","0","False","225.147","","EAST LEG FALLBROOK YARD","0;0;0;0|0;0;0;0","False","",,"False","","False","1000006","0","Hand Throw East Leg Fallbrook Yard Main1 MP225.147","0","0","False",,,,,"0",,
"100597","100009","WEST LEG FALLBROOK YARD","SPRT","1720","125","370","1720","0","0","0","0","0","0","5","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","CTC","MAIN1","100","2","False","True","0;1;100009","False","0;0;0","False","False","True","False","SPM ONLY","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100009|0;1;100009|0;1;100009|0;1;100009","0;1;100009|0;1;100009|0;1;100009|0;1;100009|0;1;100009","True","False","15","0","True","True","0","False","224.5866","","WEST LEG FALLBROOK YARD","0;0;0;0|0;0;0;0","False","",,"False","","False","1000027","0","Hand Throw West Leg Fallbrook Yard Main1 MP224.587","0","0","False",,,,,"0",,
"100598","100009","WEST LEG LEMON GROVE WYE","SPRT","1660","125","370","1660","0","0","0","0","0","0","5","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","CTC","MAIN1","100","2","False","True","0;1;100009","False","0;0;0","False","False","True","False","SPM ONLY","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100009|0;1;100009|0;1;100009|0;1;100009","0;1;100009|0;1;100009|0;1;100009|0;1;100009|0;1;100009","True","False","15","0","True","True","0","False","223.647","","WEST LEG LEMON GROVE WYE","0;0;0;0|0;0;0;0","False","",,"False","","False","1000007","0","Hand Throw Lemon Grove West Leg Main1 MP223.647","0","0","False",,,,,"0",,
"100599","100009","EAST LEG LEMON GROVE WYE","SPLT","1700","125","370","1700","0","0","0","0","0","0","5","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","0;1;100009;","0;1;100009;|0;1;100009;","CTC","MAIN1","100","2","False","True","0;1;100009","False","0;0;0","False","False","True","False","SPM ONLY","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100009|0;1;100009|0;1;100009|0;1;100009","0;1;100009|0;1;100009|0;1;100009|0;1;100009|0;1;100009","True","False","15","0","True","True","0","False","224.2092","","EAST LEG LEMON GROVE WYE","0;0;0;0|0;0;0;0","False","",,"False","","False","1000026","0","Hand Throw East Leg Lemon Grove Wye Main1 MP224.21","0","0","False",,,,,"0",,
"100600","100001","CP STUART LEAD","SPRB","1305","175","370","1305","0","0","0","0","0","0","5","0;1;100001;","0;1;100001;|0;1;100001;","0;1;100001;","0;1;100001;|0;1;100001;","0;1;100001;","0;1;100001;|0;1;100001;","CTC","MAIN2","100","2","False","True","0;1;100001","False","0;0;0","False","False","True","False","SPM ONLY","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100001|0;1;100001|0;1;100001|0;1;100001","0;1;100001|0;1;100001|0;1;100001|0;1;100001|0;1;100001","True","False","15","0","True","True","0","False","221.8642","","CP STUART LEAD","","False","",,"False","","False","1000035","0","Hand Throw Stuart Lead Main2 MP221.864","0","0","False",,,,,"0",,
"100601","100027","MIRAMAR WYE","SPLT","1855","685","370","1855","0","0","0","0","0","0","5","0;1;100027;","0;1;100027;|0;1;100027;","0;1;100027;","0;1;100027;|0;1;100027;","0;1;100027;","0;1;100027;|0;1;100027;","CTC","MAIN 1","100","2","False","True","0;1;100027","False","0;0;0","False","False","True","False","SPM ONLY","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100027|0;1;100027|0;1;100027|0;1;100027","0;1;100027|0;1;100027|0;1;100027|0;1;100027|0;1;100027","True","False","15","0","True","True","0","False","253.1527","","MIRAMAR WYE","0;0;0;0|0;0;0;0","False","",,"False","","False","1000073","0","Hand Throw Miramar Wye Main1 MP253.153","0","0","False",,,,,"0",,
"100623","100035","1-SWITCH","S","905","950","1270","905","100617","100621","0","100622","0","0","5","1;1;100035;","1;1;100035;|0;1;100035;","2;1;100035;","2;1;100035;|0;1;100035;","0;1;100035;","0;1;100035;|0;1;100035;","CTC","MT2","100","2","False","True","0;1;100035","False","0;0;0","False","False","True","False","NORMAL","False","1","18","False","False","False","False","False","NONE","False","False","0;1;100035|0;1;100035|0;1;100035|0;1;100035","0;1;100035|0;1;100035|0;1;100035|0;1;100035|0;1;100035","False","False","15","0","False","False","0","False","265.1499","","1-SWITCH","","False","",,"False","","False","1000053","1","1 Dual Controlled - Convair Main2 MP265.150","0","0","False",,,,,"0",,
"100624","100035","1-SWITCH","S","945","910","1305","945","100619","100620","100618","0","0","0","5","1;1;100035;","1;1;100035;|0;1;100035;","2;1;100035;","2;1;100035;|0;1;100035;","0;1;100035;","0;1;100035;|0;1;100035;","CTC","MAIN","100","2","False","True","0;1;100035","False","0;0;0","False","False","True","False","NORMAL","False","1","17","False","False","False","False","False","NONE","False","False","0;1;100035|0;1;100035|0;1;100035|0;1;100035","0;1;100035|0;1;100035|0;1;100035|0;1;100035|0;1;100035","False","False","15","0","False","False","0","False","265.2493","","1X","","False","",,"False","","False","1000054","1X","1X Dual Controlled - Convair Main1 MP265.249","0","0","False",,,,,"0",,
"100641","100010","1-SWITCH","S","1225","645","1535","1225","100637","100639","0","100643","0","0","5","1;1;100010;","1;1;100010;|0;1;100010;","2;1;100010;","2;1;100010;|0;1;100010;","0;1;100010;","0;1;100010;|0;1;100010;","CTC","MT1","100","2","False","True","0;1;100010","False","0;0;0","False","False","True","False","NORMAL","False","1","12","False","False","False","False","False","NONE","False","False","0;1;100010|0;1;100010|0;1;100010|0;1;100010","0;1;100010|0;1;100010|0;1;100010|0;1;100010|0;1;100010","False","False","15","0","False","False","0","False","249.1998","","1X","","False","",,"False","","False","1000002","1X","1X Dual Controlled - Sorrento Main1 MP249.200","0","0","False",,,,,"0",,
"100642","100010","1-SWITCH","S","1265","685","1540","1265","100638","100640","100645","0","0","0","5","1;1;100010;","1;1;100010;|0;1;100010;","2;1;100010;","2;1;100010;|0;1;100010;","0;1;100010;","0;1;100010;|0;1;100010;","CTC","MT2","100","2","False","True","0;1;100010","False","0;0;0","False","False","True","False","NORMAL","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100010|0;1;100010|0;1;100010|0;1;100010","0;1;100010|0;1;100010|0;1;100010|0;1;100010|0;1;100010","False","False","15","0","False","False","0","False","249.3036","","1-SWITCH","","False","",,"False","","False","1000001","1","1 Dual Controlled - Sorrento Main2 MP249.304","0","0","False",,,,,"0",,
"100647","100006","1-SWITCH","S","1375","215","1170","1375","100891","100722","0","0","0","0","5","3;1;100006;","0;1;100006;|0;1;100006;","1;1;100006;","0;1;100006;|0;1;100006;","0;1;100006;","0;1;100006;|0;1;100006;","CTC","MT2","100","2","True","True","0;1;100006","False","0;0;0","False","False","True","False","DERAIL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100006|0;1;100006|0;1;100006|0;1;100006","0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006","False","False","15","0","False","False","0","False","222.4516","","1-SWITCH","","False","",,"False","","False","1000091","0","East Lead","0","0","False",,,,,"0",,
"100665","100006","1-SWITCH","S","1490","175","1655","1490","100664","100173","100663","0","0","0","5","1;1;100006;","1;1;100006;|0;1;100006;","3;1;100006;","3;1;100006;|0;1;100006;","0;1;100006;","0;1;100006;|0;1;100006;","CTC","MT2","100","2","False","True","0;1;100006","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100006|0;1;100006|0;1;100006|0;1;100006","0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006","False","False","15","0","False","False","0","False","222.5333","","1-SWITCH","","False","",,"False","","False","1000019","1","1 Dual Controlled - Mesa Main2 MP222.533","0","0","False",,,,,"0",,
"100674","100006","3-SWITCH","S","1610","125","1605","1610","100670","100669","100676","0","0","0","5","17;1;100006;","17;1;100006;|0;1;100006;","19;1;100006;","19;1;100006;|0;1;100006;","0;1;100006;","0;1;100006;|0;1;100006;","CTC","MT1","100","2","False","True","0;1;100006","False","0;0;0","False","False","True","False","NORMAL","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100006|0;1;100006|0;1;100006|0;1;100006","0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006","False","False","15","0","False","False","0","False","222.6346","","3X","","False","",,"False","","False","1000008","3X","3X Dual Controlled - Mesa Main1 MP222.635","2","0","False",,,,,"0",,
"100675","100006","3-SWITCH","S","1560","175","1605","1560","100173","100668","0","100666","0","0","5","17;1;100006;","17;1;100006;|0;1;100006;","19;1;100006;","19;1;100006;|0;1;100006;","0;1;100006;","0;1;100006;|0;1;100006;","CTC","MT2","100","2","False","True","0;1;100006","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100006|0;1;100006|0;1;100006|0;1;100006","0;1;100006|0;1;100006|0;1;100006|0;1;100006|0;1;100006","False","False","15","0","False","False","0","False","222.5479","","3-SWITCH","","False","",,"False","","False","1000083","3","3 Dual Controlled - Mesa Main2 MP222.548","2","0","False",,,,,"0",,
"100679","100005","1-SWITCH","S","1120","175","1165","1120","100683","100159","100681","0","0","0","5","1;1;100005;","1;1;100005;|0;1;100005;","3;1;100005;","3;1;100005;|0;1;100005;","0;1;100005;","0;1;100005;|0;1;100005;","CTC","MT2","100","2","False","True","0;1;100005","False","0;0;0","False","False","True","False","NORMAL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100005|0;1;100005|0;1;100005|0;1;100005","0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005","False","False","15","0","False","False","0","False","221.559","","1X","","False","",,"False","","False","1000074","1","1X Dual Controlled - Stuart Main2 MP221.559","0","0","False",,,,,"0",,
"100684","100005","1-SWITCH","S","1070","125","1190","1070","100682","100686","0","100680","0","0","5","1;1;100005;","1;1;100005;|0;1;100005;","3;1;100005;","3;1;100005;|0;1;100005;","0;1;100005;","0;1;100005;|0;1;100005;","CTC","MT1","100","2","False","True","0;1;100005","False","0;0;0","False","False","True","False","NORMAL","False","1","3","False","False","False","False","False","NONE","False","False","0;1;100005|0;1;100005|0;1;100005|0;1;100005","0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005","False","False","15","0","False","False","0","False","221.4604","","1-SWITCH","","False","",,"False","","False","1000009","1","1 Dual Controlled - Stuart Main1 MP221.460","0","0","False",,,,,"0",,
"100695","100005","3-SWITCH","S","1305","215","1360","1305","100178","100721","0","0","0","0","5","19;1;100005;","0;1;100005;|0;1;100005;","17;1;100005;","0;1;100005;|0;1;100005;","0;1;100005;","0;1;100005;|0;1;100005;","CTC","MT2","100","2","True","True","0;1;100005","False","0;0;0","False","False","True","False","DERAIL","False","1","4","False","False","False","False","False","NONE","False","False","0;1;100005|0;1;100005|0;1;100005|0;1;100005","0;1;100005|0;1;100005|0;1;100005|0;1;100005|0;1;100005","False","False","15","0","False","False","0","False","221.8541","","3-SWITCH","","False","",,"False","","False","1000040","0","Yard Sw 204","0","0","False",,,,,"0",,
"100708","100011","1-SWITCH","S","310","425","1250","310","100701","100702","0","100703","0","0","5","1;1;100011;","1;1;100011;|0;1;100011;","3;1;100011;","3;1;100011;|0;1;100011;","0;1;100011;","0;1;100011;|0;1;100011;","CTC","MAIN","100","2","False","True","0;1;100011","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100011|0;1;100011|0;1;100011|0;1;100011","0;1;100011|0;1;100011|0;1;100011|0;1;100011|0;1;100011","False","False","15","0","False","False","0","False","226.485","","1-SWITCH","","False","",,"False","","False","1000021","1","1 Dual Controlled - Pacific Main1 MP226.485","0","0","False",,,,,"0",,
"100730","100000","1-SWITCH","S","1090","425","1250","1090","100723","100724","0","100725","0","0","5","1;1;100000;","1;1;100000;|0;1;100000;","3;1;100000;","3;1;100000;|0;1;100000;","0;1;100000;","0;1;100000;|0;1;100000;","CTC","MAIN","100","2","False","True","0;1;100000","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100000|0;1;100000|0;1;100000|0;1;100000","0;1;100000|0;1;100000|0;1;100000|0;1;100000|0;1;100000","False","False","15","0","False","False","0","False","229.4229","","1-SWITCH","","False","",,"False","","False","1000064","1","1 Dual Controlled - Carl Main MP229.423","0","0","False",,,,,"0",,
"100732","100013","7-SWITCH","S","530","425","1265","530","100289","100856","0","100733","0","0","5","7;1;100013;","7;1;100013;|0;1;100013;","8;1;100013;","8;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","MT1","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","226.7587","","7X","","False","",,"False","","False","1000019","7X","7X Dual Controlled - Escondido Jct Main1 MP226.759","6","0","False",,,,,"0",,
"100735","100013","7-SWITCH","S","570","385","1305","570","100737","100736","100734","0","0","0","5","7;1;100013;","7;1;100013;|0;1;100013;","8;1;100013;","8;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","OSD POCKET","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","226.802","","7-SWITCH","","False","",,"False","","False","1000020","7","7 Dual Controlled - Escondido Jct OPT MP226.802","6","0","False",,,,,"0",,
"100756","100013","5-SWITCH","S","620","385","995","620","100736","100775","0","100746","0","0","5","5;1;100013;","5;1;100013;|0;1;100013;","6;1;100013;","6;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","OSD POCKET","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","226.8852","","5-SWITCH","0;0;0;0|0;0;0;0","False","",,"False","","False","1000025","5","5 Dual Controlled - Escondido Jct OPT MP226.885","4","0","False",,,,,"0",,
"100767","100017","3-SWITCH","S","1415","425","1460","1415","100760","100763","0","100762","0","0","5","17;1;100017;","17;1;100017;|0;1;100017;","19;1;100017;","19;1;100017;|0;1;100017;","0;1;100017;","0;1;100017;|0;1;100017;","CTC","MT2","100","2","False","True","0;1;100017","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100017|0;1;100017|0;1;100017|0;1;100017","0;1;100017|0;1;100017|0;1;100017|0;1;100017|0;1;100017","False","False","15","0","False","False","0","False","231.6206","","3-SWITCH","","False","",,"False","","False","1000069","3","3 Dual Controlled - Farr Main2 MP231.621","4","0","False",,,,,"0",,
"100773","100013","5-SWITCH","S","660","425","1035","660","100856","100778","100770","0","0","0","5","5;1;100013;","5;1;100013;|0;1;100013;","6;1;100013;","6;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","MT1","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","226.963","","5X","0;0;0;0|0;0;0;0","False","",,"False","","False","1000022","5X","5X Dual Controlled - Escondido Jct Main1 MP226.963","4","0","False",,,,,"0",,
"100779","100013","1-SWITCH","S","725","425","995","725","100778","100783","0","100780","0","0","5","1;1;100013;","1;1;100013;|0;1;100013;","2;1;100013;","2;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","MT1","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","226.995","","1-SWITCH","","False","",,"False","","False","1000023","1","1 Dual Controlled - Escondido Jct Main1 MP226.995","0","0","False",,,,,"0",,
"100782","100013","1-SWITCH","S","765","465","1035","765","100580","100784","100781","0","0","0","5","1;1;100013;","1;1;100013;|0;1;100013;","2;1;100013;","2;1;100013;|0;1;100013;","0;1;100013;","0;1;100013;|0;1;100013;","CTC","MT2","100","2","False","True","0;1;100013","False","0;0;0","False","False","True","False","NORMAL","False","1","9","False","False","False","False","False","NONE","False","False","0;1;100013|0;1;100013|0;1;100013|0;1;100013","0;1;100013|0;1;100013|0;1;100013|0;1;100013|0;1;100013","False","False","15","0","False","False","0","False","227.0762","","1X","","False","",,"False","","False","1000024","1X","1X Dual Controlled - Escondido Jct Main2 MP227.076","0","0","False",,,,,"0",,
"100825","100015","1-SWITCH","S","1485","685","1340","1485","100820","100821","100824","0","0","0","5","1;1;100015;","1;1;100015;|0;1;100015;","3;1;100015;","3;1;100015;|0;1;100015;","0;1;100015;","0;1;100015;|0;1;100015;","CTC","MAIN","100","2","False","True","0;1;100015","False","0;0;0","False","False","True","False","NORMAL","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100015|0;1;100015|0;1;100015|0;1;100015","0;1;100015|0;1;100015|0;1;100015|0;1;100015|0;1;100015","False","False","15","0","False","False","0","False","251.0284","","1-SWITCH","","False","",,"False","","False","1000059","1","1 Dual Controlled - Scripps Main MP251.028","0","0","False",,,,,"0",,
"100881","100020","1-SWITCH","S","250","685","1760","250","100863","100866","100865","0","0","0","5","1;1;100020;","1;1;100020;|0;1;100020;","3;1;100020;","3;1;100020;|0;1;100020;","0;1;100020;","0;1;100020;|0;1;100020;","CTC","MT1","100","2","False","True","0;1;100020","False","0;0;0","False","False","True","False","NORMAL","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100020|0;1;100020|0;1;100020|0;1;100020","0;1;100020|0;1;100020|0;1;100020|0;1;100020|0;1;100020","False","False","15","0","False","False","0","False","239.4595","","1-SWITCH","0;0;0;0|0;0;0;0","False","",,"False","","False","1000027","1","1 Dual Controlled - Cardiff Main1 MP239.459","0","0","False",,,,,"0",,
"100888","100020","3-SWITCH","S","295","685","1805","295","100866","100871","0","100867","0","0","5","17;1;100020;","17;1;100020;|0;1;100020;","19;1;100020;","19;1;100020;|0;1;100020;","0;1;100020;","0;1;100020;|0;1;100020;","CTC","MT1","100","2","False","True","0;1;100020","False","0;0;0","False","False","True","False","NORMAL","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100020|0;1;100020|0;1;100020|0;1;100020","0;1;100020|0;1;100020|0;1;100020|0;1;100020|0;1;100020","False","False","15","0","False","False","0","False","239.488","","3-SWITCH","0;0;0;0|0;0;0;0","False","",,"False","","False","1000028","3","3 Dual Controlled - Cardiff Main1 MP239.487","4","0","False",,,,,"0",,
"100899","100023","1-SWITCH","S","680","685","1030","680","100390","100391","0","100392","0","0","5","1;1;100023;","1;1;100023;|0;1;100023;","3;1;100023;","2;1;100023;|0;1;100023;","0;1;100023;","0;1;100023;|0;1;100023;","CTC","MAIN","100","2","False","True","0;1;100023","False","0;0;0","False","False","True","False","NORMAL","False","1","13","False","False","False","False","False","NONE","False","False","0;1;100023|0;1;100023|0;1;100023|0;1;100023","0;1;100023|0;1;100023|0;1;100023|0;1;100023|0;1;100023","False","False","15","0","False","False","0","False","243.3464","","1-SWITCH","","False","",,"False","","False","1000068","1","1 Dual Controlled - Crosby Main MP243.346","0","0","False",,,,,"0",,
"100901","100017","1-SWITCH","S","1370","425","1435","1370","100759","100760","100761","0","0","0","5","1;1;100017;","1;1;100017;|0;1;100017;","3;1;100017;","3;1;100017;|0;1;100017;","0;1;100017;","0;1;100017;|0;1;100017;","CTC","MT2","100","2","False","True","0;1;100017","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100017|0;1;100017|0;1;100017|0;1;100017","0;1;100017|0;1;100017|0;1;100017|0;1;100017|0;1;100017","False","False","15","0","False","False","0","False","231.6025","","1-SWITCH","","False","",,"False","","False","1000070","1","1 Dual Controlled - Farr Main2 MP231.603","0","0","False",,,,,"0",,
"100902","100017","1-SWITCH","S","1330","385","1405","1330","100748","100750","0","100749","0","0","5","1;1;100017;","1;1;100017;|0;1;100017;","3;1;100017;","3;1;100017;|0;1;100017;","0;1;100017;","0;1;100017;|0;1;100017;","CTC","MT1","100","2","False","True","0;1;100017","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100017|0;1;100017|0;1;100017|0;1;100017","0;1;100017|0;1;100017|0;1;100017|0;1;100017|0;1;100017","False","False","15","0","False","False","0","False","231.4992","","1X","","False","",,"False","","False","1000032","1X","1X Dual Controlled - Farr Main1 MP231.499","2","0","False",,,,,"0",,
"100903","100017","3-SWITCH","S","1455","385","1530","1455","100750","100752","100751","0","0","0","5","17;1;100017;","17;1;100017;|0;1;100017;","19;1;100017;","19;1;100017;|0;1;100017;","0;1;100017;","0;1;100017;|0;1;100017;","CTC","MT1","100","2","False","True","0;1;100017","False","0;0;0","False","False","True","False","NORMAL","False","1","8","False","False","False","False","False","NONE","False","False","0;1;100017|0;1;100017|0;1;100017|0;1;100017","0;1;100017|0;1;100017|0;1;100017|0;1;100017|0;1;100017","False","False","15","0","False","False","0","False","231.7254","","3X","","False","",,"False","","False","1000086","3X","3X Dual Controlled - Farr Main1 MP231.725","6","0","False",,,,,"0",,
