"UID","ControlPoint","Name","Type","LX","LY","RX","RY","LeftLink","RightLink","LeftAltLink","RightAltLink","AltLinkOne","AltLinkTwo","Codeline","PIND","PCTL","SIND","SCTL","TIND","TCTL","AuthorityType","TerritoryAssignment","Subdivision","IndicateOnly","Fleeting","Stacking","Blocking","CallOn","InTimeType","InTimeBit","DrillSignal","DrillType","DrillControl","DrillStop","DrillIndOne","DrillIndTwo","SignalBlockInd","BlockIndBit","AutoClearCount","PreferredRoutes","CallOnBit","NoOpposingCheck","SignalSlotting","GraphicGroup","ScreenRegion","MatchMode","NoAlarmOnPending","MakeInVisible","ForceStopControl","SignalAspectIndications","FleetControlBit","Notes","HoldingSignal","SignalClearAheadCount","AllowAutomaticMode","AutomaticModeOn","IndicateOnlyWithControlSetEnabled","SignalControlled","CallOnAllowedWithoutOpposingTraffic","CallOnSendSignalClearBit","PTCUID","ToolTipName","JointControlAuthorizationEnabled","JointControlAuthorizationIndBit","JointControlAuthorizationCtlBit","NearSideSignalEnabled","NearSideSignalControlOn","NearSideSignalBitControl","NearSideSignaBitlIndication","Milepost","MilepostSuffix","MilepostPrefix","AdditionalReferenceUID","CallOnControlled","PublishStatusToPTC","DevicePTCUID","AutomaticSignal","DisableTrafficProjection","JointControlAuthorizationOfficeMode","JointControlAuthorizationOfficeModeRequested","JointControlAuthorizationOfficeModeConfirmed","EnableDynamicSignalRouteControlBit","DynamicSignalRouteControlBitList","EnablePulseStopControl","DynamicSignalRouteCallOnBitList","PTC_UID_KEY","PTC_DeviceName","PTC_ProperName","PTC_WIUStatusIndex","PTC_DeviceBlockID","PTC_Enable_PSS","SupressSignalStopWithOutOS","DisableEntryExitFunction","DisableStoreRouteFunction","RRUniqueIdentifierName","EnableAbsoluteBlockSignalRequest","AlarmTime","SuppressUnSolicitedSignalAlert","DISABLEBULLEXCEPTNCHK","BlueFlag","TrackPermit","FoulTime","TrackTime","TrackLock","AllowCallOnWithOutOccupancyInRoute","AllowCallOnWithPendingClearRequest"
"100757","100017","2W-SIGNAL","L","1500","375","1545","500","100752","100325","0","0","0","0","5","7;1;100017;0005","7;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100017","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","7","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100017;0005","NONE","False","3","False",,"False",,"False","False","0","2WA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","231.7366","","",,,"False","","False","False","False",,,"False","","False","","76","2WA_B","WB MT1","13","6017","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100765","100017","4E-SIGNAL","R","1285","435","1330","560","100822","100759","0","0","0","0","5","21;1;100017;0005","21;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100017","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","8","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100017;0005","NONE","False","3","False",,"False",,"False","False","0","4EA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","231.489","","",,,"False","","False","False","False",,,"False","","False","","47","4EA_B","EB MT2","18","7014","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100768","100017","4W-SIGNAL","L","1500","415","1545","540","100763","100342","0","0","0","0","5","23;1;100017;0005","23;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","0;1;100017;0005","0;1;100017;0005|0;1;100017;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100017","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","8","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100017;0005","NONE","False","3","False",,"False",,"False","False","0","4WA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","231.7366","","",,,"False","","False","False","False",,,"False","","False","","95","4WA_B","WB MT2","23","7016","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100818","100015","2E-SIGNAL","R","1425","655","1275","1345","100816","100823","0","0","0","0","5","5;1;100015;0005","5;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100015","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","12","False","False","False","True","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100015;0005","NONE","False","3","False",,"False",,"False","False","0","EC_D","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","250.8831","","",,,"False","","False","False","False",,,"False","","False","","139","EC_D","EB MT1","12","6023","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100819","100015","2E-SIGNAL","R","1425","695","1275","1385","100815","100820","0","0","0","0","5","5;1;100015;0005","5;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100015","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","True","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100015;0005","NONE","False","3","False",,"False",,"False","False","0","EA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","250.883","","",,,"False","","False","False","False",,,"False","","False","","140","EA_B","EB MT2","2","7020","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100826","100015","1W-SIGNAL","L","1525","675","1375","1365","100821","100827","0","0","0","0","5","7;1;100015;0005","7;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","0;1;100015;0005","0;1;100015;0005|0;1;100015;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100015","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","True","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100015;0005","NONE","False","3","False",,"False",,"False","False","0","WA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","251.0366","","",,,"False","","False","False","False",,,"False","","False","","141","WA_B","WB MT","7","5022","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100874","100020","2E-SIGNAL","R","175","695","1675","530","100355","100863","0","0","0","0","5","5;1;100020;0005","5;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100020","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","13","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100020;0005","NONE","False","3","False",,"False",,"False","False","0","1E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","239.3458","","",,,"False","","False","False","False",,,"False","","False","","50","2E","EB MT1","8","6022","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100882","100006","2W-SIGNAL","L","1650","115","1520","115","100669","100879","0","0","0","0","5","7;1;100006;0005","7;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100006","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","3","False","False","False","False","||||||||||||||||||||","0;1;100006;0005","NONE","False","0","False",,"False",,"False","False","0","2W","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","222.6537","","",,,"False","","False","False","False",,,"False","","False","","137","2W","WB MT1","9","6006","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100889","100005","2W-SIGNAL","L","1275","115","1380","95","100686","100883","0","0","0","0","5","7;1;100005;0005","7;1;100005;0005|0;1;100005;0005","0;1;100005;0005","0;1;100005;0005|0;1;100005;0005","0;1;100005;0005","0;1;100005;0005|0;1;100005;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100005","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","3","False","False","False","False","||||||||||||||||||||","0;1;100005;0005","NONE","False","0","False",,"False",,"False","False","0","2W","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","221.6283","","",,,"False","","False","False","False",,,"False","","False","","102","2W","WB MT1","9","6005","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100890","100020","2W-SIGNAL","L","370","675","1890","510","100871","100872","0","0","0","0","5","7;1;100020;0005","7;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100020","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","13","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100020;0005","NONE","False","3","False",,"False",,"False","False","0","1W-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","239.6017","","",,,"False","","False","False","False",,,"False","","False","","62","2W","WB MT1","13","6024","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100892","100024","39-SIGNAL","R","805","695","1185","765","100398","100403","0","0","0","0","5","7;1;100024;0005","4;1;100024;0005|0;1;100024;0005","0;1;100024;0005","0;1;100024;0005|0;1;100024;0005","0;1;100024;0005","5;1;100024;0005|0;1;100024;0005","CTC","100","2","False","True","True","True","False","OPPOSING","5;1;100024","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","True","||||||||||||||||||||","0;1;100024;0005","NONE","False","3","False",,"False",,"False","False","0","EA","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","243.8964","","",,,"False","","False","False","False",,,"False","","False","","70","EA","EB MT2","7","5018","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100897","100019","54-SIGNAL","L","115","675","245","650","100349","100355","0","0","0","0","5","7;1;100019;0005","7;1;100019;0005|0;1;100019;0005","0;1;100019;0005","0;1;100019;0005|0;1;100019;0005","0;1;100019;0005","0;1;100019;0005|0;1;100019;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100019","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","True","||||||||||||||||||||","0;1;100019;0005","NONE","False","3","False",,"False",,"False","False","0","WB","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","238.1057","","",,,"False","","False","False","False",,,"False","","False","","80","WB","WB MT1","12","6019","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100905","100010","4E-SIGNAL","R","1185","695","1465","755","100870","100638","0","0","0","0","5","7;1;100010;0005","7;1;100010;0005|0;1;100010;0005","0;1;100010;0005","0;1;100010;0005|0;1;100010;0005","0;1;100010;0005","0;1;100010;0005|0;1;100010;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100010","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","False","||||||||||||||||||||","0;1;100010;0005","NONE","False","3","False",,"False",,"False","False","0","4EA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","249.1947","","",,,"False","","False","False","False",,,"False","","False","","25","4EA_B","EB MT2","12","7019","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100907","100023","38-SIGNAL","L","745","675","1095","745","100391","100398","0","0","0","0","5","5;1;100023;0005","3;1;100023;0005|0;1;100023;0005","0;1;100023;0005","0;1;100023;0005|0;1;100023;0005","0;1;100023;0005","5;1;100023;0005|0;1;100023;0005","CTC","100","2","False","True","True","True","False","OPPOSING","7;1;100023","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","13","False","False","False","True","||||||||||||||||||||","0;1;100023;0005","NONE","False","3","False",,"False",,"False","False","0","WAA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","243.398","","",,,"False","","False","False","False",,,"False","","False","","61","WAA_B","WB MT2","12","5018","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100909","100024","39-SIGNAL","R","805","655","1185","725","100399","100405","0","0","0","0","5","7;1;100024;0005","4;1;100024;0005|0;1;100024;0005","0;1;100024;0005","0;1;100024;0005|0;1;100024;0005","0;1;100024;0005","5;1;100024;0005|0;1;100024;0005","CTC","100","2","False","True","True","True","False","OPPOSING","5;1;100024","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","12","False","False","False","True","||||||||||||||||||||","0;1;100024;0005","NONE","False","3","False",,"False",,"False","False","0","EB","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","243.8964","","",,,"False","","False","False","False",,,"False","","False","","28","EB","EB MT1","2","10000","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100910","100020","4E-SIGNAL","R","175","735","1675","570","100354","100896","0","0","0","0","5","21;1;100020;0005","21;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100020","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","14","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100020;0005","NONE","False","3","False",,"False",,"False","False","0","2E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","239.3455","","",,,"False","","False","False","False",,,"False","","False","","51","4E","EB MT2","18","7018","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100911","100023","38-SIGNAL","L","745","635","1095","705","100393","100399","0","0","0","0","5","5;1;100023;0005","3;1;100023;0005|0;1;100023;0005","0;1;100023;0005","0;1;100023;0005|0;1;100023;0005","0;1;100023;0005","5;1;100023;0005|0;1;100023;0005","CTC","100","2","False","True","True","True","False","OPPOSING","7;1;100023","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","12","False","False","False","True","||||||||||||||||||||","0;1;100023;0005","NONE","False","3","False",,"False",,"False","False","0","WBA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","243.398","","",,,"False","","False","False","False",,,"False","","False","","143","WBA_B","WB MT1","7","10000","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100913","100006","4E-SIGNAL","R","1405","185","1175","265","100884","100664","0","0","0","0","5","21;1;100006;0005","21;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100006","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","4","False","False","False","False","||||||||||||||||||||","0;1;100006;0005","NONE","False","3","False",,"False",,"False","False","0","EA","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","222.4488","","",,,"False","","False","False","False",,,"False","","False","","55","EA","EB MT2","14","7008","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100915","100006","4W-SIGNAL","L","1650","165","1520","160","100668","100880","0","0","0","0","5","24;1;100006;0005","23;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","0;1;100006;0005","0;1;100006;0005|0;1;100006;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100006","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","4","False","False","False","False","||||||||||||||||||||","0;1;100006;0005","NONE","False","3","False",,"False",,"False","False","0","WA","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","222.654","","",,,"False","","False","False","False",,,"False","","False","","105","WA","WB MT2","19","7010","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100916","100020","4W-SIGNAL","L","370","715","1890","550","100906","100838","0","0","0","0","5","23;1;100020;0005","23;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","0;1;100020;0005","0;1;100020;0005|0;1;100020;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","12;1;100020","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","14","False","False","False","False","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;100020;0005","NONE","False","3","False",,"False",,"False","False","0","2W-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","239.6013","","",,,"False","","False","False","False",,,"False","","False","","61","4W","WB MT2","23","7020","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100917","100009","77-SIGNAL","R","1770","185","440","515","100880","100877","0","0","0","0","5","5;1;100009;0005","5;1;100009;0005|0;1;100009;0005","5;1;100009;0005","0;1;100009;0005|0;1;100009;0005","0;1;100009;0005","0;1;100009;0005|0;1;100009;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100009","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","4","False","False","False","True","||||||||||||||||||||","0;1;100009;0005","NONE","False","3","False",,"False",,"False","False","0","EAA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","225.1744","","",,,"False","","False","False","False",,,"False","","False","","52","EAA_B","EB MT2","7","7010","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"100974","100000","W-SIGNAL","L","1155","415","1315","470","100724","100822","0","0","0","0","5","7;1;100000;0005","7;1;100000;0005|0;1;100000;0005","0;1;100000;0005","0;1;100000;0005|0;1;100000;0005","0;1;100000;0005","0;1;100000;0005|0;1;100000;0005","CTC","100","2","False","True","True","True","False","INTIMEBIT","10;1;100000","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","False","1","8","False","False","False","False","||||||||||||||||||||","0;1;100000;0005","NONE","False","3","False",,"False",,"False","False","0","WA_B","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","229.5307","","",,,"False","","False","False","False",,,"False","","False","","48","WA_B","WB MT2","7","7013","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"200112","200000","11E-SIGNAL","R","60","140","490","200","200110","200116","0","0","0","0","6","3;1;200000;0006","3;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","CTC","200","1","False","True","True","True","False","INTIMEBIT","5;1;200000","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","3","False","False","False","True","||||||||||||||||||||","0;1;200000;0006","NONE","False","3","False",,"False",,"False","False","0","E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","0","","",,,"False","","False","False","False",,,"False","","False","","","","","","","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"200113","200000","11E-SIGNAL","R","60","180","490","240","200109","200114","0","0","0","0","6","3;1;200000;0006","3;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","CTC","200","1","False","True","True","True","False","INTIMEBIT","5;1;200000","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","4","False","False","False","True","||||||||||||||||||||","0;1;200000;0006","NONE","False","3","False",,"False",,"False","False","0","11E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","0","","",,,"False","","False","False","False",,,"False","","False","","","","","","","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"200119","200000","12W-SIGNAL","L","160","160","590","220","200115","200120","0","0","0","0","6","4;1;200000;0006","4;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","0;1;200000;0006","0;1;200000;0006|0;1;200000;0006","CTC","200","1","False","True","True","True","True","INTIMEBIT","5;1;200000","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","5;1;200000;0006","False","True","1","3","False","False","False","True","||||||||||||||||||||","0;1;200000;0006","NONE","False","3","False",,"False",,"True","False","0","W-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","0","","",,,"False","","False","False","False",,,"False","","False","","","","","","","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"200130","200002","1E-SIGNAL","R","320","180","750","595","200121","200122","0","0","0","0","7","5;1;200002;0007","5;1;200002;0007|0;1;200002;0007","0;1;200002;0007","0;1;200002;0007|0;1;200002;0007","0;1;200002;0007","0;1;200002;0007|0;1;200002;0007","CTC","200","1","False","True","True","True","False","INTIMEBIT","8;1;200002","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","4","False","False","False","True","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;200002;0007","NONE","False","3","False",,"False",,"False","False","0","1E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","0","","",,,"False","","False","False","False",,,"False","","False","","","","","","","False",,"False","False",,,"0",,,"False","False","False","False","False",,
"200141","200002","2E-SIGNAL","R","320","245","750","635","200134","200135","0","0","0","0","7","15;1;200002;0007","15;1;200002;0007|0;1;200002;0007","0;1;200002;0007","0;1;200002;0007|0;1;200002;0007","0;1;200002;0007","0;1;200002;0007|0;1;200002;0007","CTC","200","1","False","True","True","True","False","INTIMEBIT","12;1;200002","False","NULL","0;0;0","0;0;0","0;0;0","0;0;0","False","0;0;0;0","0","NULL","0;0;0;0","False","True","1","5","False","False","False","True","0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0|0;0;0;0","0;1;200002;0007","NONE","False","3","False",,"False",,"False","False","0","2E-SIGNAL","False","0;0;0;0","0;0;0;0|0;0;0;0","False",,"0;0;0;0","0;0;0;0","0","","",,,"False","","False","False","False",,,"False","","False","","","","","","","False",,"False","False",,,"0",,,"False","False","False","False","False",,
